            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
2460384.500000000, A.D. 2024-Mar-15 00:00:00.0000,  1.650989236062736E-02,  1.471932038643141E+08,  1.469467800795246E-03,  1.774550480208941E+02,  2.873876456107755E+02,  2.460315507874172E+06,  1.139993717606757E-05,  6.795410976754106E+01,  6.972108024844904E+01,  1.496641427513850E+08,  1.521350816384560E+08,  3.157912139689375E+07,
2460385.500000000, A.D. 2024-Mar-16 00:00:00.0000,  1.641408100271711E-02,  1.471799535866347E+08,  1.862464345666517E-03,  1.769528908828054E+02,  2.873238427117179E+02,  2.460314949040188E+06,  1.140314281052411E-05,  6.950903070180907E+01,  7.128339399085942E+01,  1.496360925303580E+08,  1.520922314740814E+08,  3.157024392150481E+07,
2460386.500000000, A.D. 2024-Mar-17 00:00:00.0000,  1.634154444388243E-02,  1.471627117363203E+08,  2.308854653900288E-03,  1.767812857503536E+02,  2.868809720777060E+02,  2.460314344392784E+06,  1.140640855572113E-05,  7.111033938608188E+01,  7.289359466329660E+01,  1.496075298342461E+08,  1.520523479321719E+08,  3.156120511038809E+07,
2460387.500000000, A.D. 2024-Mar-18 00:00:00.0000,  1.629413530602373E-02,  1.471424306804777E+08,  2.781900204767827E-03,  1.768279939706423E+02,  2.862051106419591E+02,  2.460313727243905E+06,  1.140959171124821E-05,  7.272435108550184E+01,  7.451784200896603E+01,  1.495797025935722E+08,  1.520169745066667E+08,  3.155239986765626E+07,
2460388.500000000, A.D. 2024-Mar-19 00:00:00.0000,  1.627195846807073E-02,  1.471200766524034E+08,  3.258157115973305E-03,  1.770061956434323E+02,  2.854128137671459E+02,  2.460313126770749E+06,  1.141257816016957E-05,  7.432152796929788E+01,  7.612640190124166E+01,  1.495536067298619E+08,  1.519871368073204E+08,  3.154414322054036E+07,
2460389.500000000, A.D. 2024-Mar-20 00:00:00.0000,  1.627387155024962E-02,  1.470966022330272E+08,  3.717391818759296E-03,  1.772572463633797E+02,  2.845881512503551E+02,  2.460312567825582E+06,  1.141527688506072E-05,  7.587665905092919E+01,  7.769385291101185E+01,  1.495300348124697E+08,  1.519634673919121E+08,  3.153668576109052E+07,
2460390.500000000, A.D. 2024-Mar-21 00:00:00.0000,  1.629785798810066E-02,  1.470729401804569E+08,  4.142102568587032E-03,  1.775415006860021E+02,  2.837921805188711E+02,  2.460312071238070E+06,  1.141761423150736E-05,  7.736855169962445E+01,  7.919878912901753E+01,  1.495096268466577E+08,  1.519463135128585E+08,  3.153022975733105E+07,
2460391.500000000, A.D. 2024-Mar-22 00:00:00.0000,  1.634127290266111E-02,  1.470500043890223E+08,  4.517040015515833E-03,  1.778302431056685E+02,  2.830713957013626E+02,  2.460311654197418E+06,  1.141952956091069E-05,  7.877964985032638E+01,  8.062343974863663E+01,  1.494929088088809E+08,  1.519358132287394E+08,  3.152494138044778E+07,
2460392.500000000, A.D. 2024-Mar-23 00:00:00.0000,  1.640099848569443E-02,  1.470286879795893E+08,  4.828921409444078E-03,  1.781001703305732E+02,  2.824634960734255E+02,  2.460311330507526E+06,  1.142097281490050E-05,  8.009578658430578E+01,  8.195341807599212E+01,  1.494803143895332E+08,  1.519319407994770E+08,  3.152095761320102E+07,
2460393.500000000, A.D. 2024-Mar-24 00:00:00.0000,  1.647355198083609E-02,  1.470098532197220E+08,  5.066395752329610E-03,  1.783296658308938E+02,  2.820011807765474E+02,  2.460311110666319E+06,  1.142190385885775E-05,  8.130611937349349E+01,  8.317765203918239E+01,  1.494721911299914E+08,  1.519345290402609E+08,  3.151838821693619E+07,
2460394.500000000, A.D. 2024-Mar-25 00:00:00.0000,  1.655518006988418E-02,  1.469943122526249E+08,  5.220230026841387E-03,  1.784960117605481E+02,  2.817148732998854E+02,  2.460311001818523E+06,  1.142229313435425E-05,  8.240319691342536E+01,  8.428844756313597E+01,  1.494687950698346E+08,  1.519432778870444E+08,  3.151731405992780E+07,
2460395.500000000, A.D. 2024-Mar-26 00:00:00.0000,  1.664195781989760E-02,  1.469828010295134E+08,  5.283638414423401E-03,  1.785728610981803E+02,  2.816351460537701E+02,  2.460311007673335E+06,  1.142212302263656E-05,  8.338306316832811E+01,  8.528159160706295E+01,  1.494702791097868E+08,  1.519577571900602E+08,  3.151778345291376E+07,
2460396.500000000, A.D. 2024-Mar-27 00:00:00.0000,  1.672989428629354E-02,  1.469759508648305E+08,  5.252663490255126E-03,  1.785273826727892E+02,  2.817955204074985E+02,  2.460311128471759E+06,  1.142138936266705E-05,  8.424531053508245E+01,  8.615640681424456E+01,  1.494766799181269E+08,  1.519774089714232E+08,  3.151980801711632E+07,
2460397.500000000, A.D. 2024-Mar-28 00:00:00.0000,  1.681503498202088E-02,  1.469742621424045E+08,  5.126540085726882E-03,  1.783164443044389E+02,  2.822363202034817E+02,  2.460311361043300E+06,  1.142010276043364E-05,  8.499303969294724E+01,  8.691571453226210E+01,  1.494879065199261E+08,  1.520015508974478E+08,  3.152335907582765E+07,
2460398.500000000, A.D. 2024-Mar-29 00:00:00.0000,  1.689354708228747E-02,  1.469780827549029E+08,  4.908023232300935E-03,  1.778810050816604E+02,  2.830103838508335E+02,  2.460311698925793E+06,  1.141828962915721E-05,  8.563275118800541E+01,  8.756573008549540E+01,  1.495037310747926E+08,  1.520293793946822E+08,  3.152836472817443E+07,
2460399.500000000, A.D. 2024-Mar-30 00:00:00.0000,  1.696177780742924E-02,  1.469875904047759E+08,  4.603726200703396E-03,  1.771375344190101E+02,  2.841917277203620E+02,  2.460312132458682E+06,  1.141599322456899E-05,  8.617425924071884E+01,  8.811597993796198E+01,  1.495237795300923E+08,  1.520599686554088E+08,  3.153470687291790E+07,
2460400.500000000, A.D. 2024-Mar-31 00:00:00.0000,  1.701628890756906E-02,  1.470027741205843E+08,  4.224569596168726E-03,  1.759648089778323E+02,  2.858886803428533E+02,  2.460312648722931E+06,  1.141327516334645E-05,  8.663075700265118E+01,  8.857937015395889E+01,  1.495475178904175E+08,  1.520922616602507E+08,  3.154221683501807E+07,
2460401.500000000, A.D. 2024-Apr-01 00:00:00.0000,  1.705388782503938E-02,  1.470234077781122E+08,  3.786458626777290E-03,  1.741842543690981E+02,  2.882631983751306E+02,  2.460313231209887E+06,  1.141021790448381E-05,  8.701915357614014E+01,  8.897252825079308E+01,  1.495742299166270E+08,  1.521250520551417E+08,  3.155066827063248E+07,
2460402.500000000, A.D. 2024-Apr-02 00:00:00.0000,  1.707169527852986E-02,  1.470490087046456E+08,  3.311242050291807E-03,  1.715339152619615E+02,  2.915562317632406E+02,  2.460313859174760E+06,  1.140692830549336E-05,  8.736072812239013E+01,  8.931646735781122E+01,  1.496029852821407E+08,  1.521569618596358E+08,  3.155976704321276E+07,
2460403.500000000, A.D. 2024-Apr-03 00:00:00.0000,  1.706730448651329E-02,  1.470787793358910E+08,  2.827775610089879E-03,  1.676468375581324E+02,  2.961084645800835E+02,  2.460314506786964E+06,  1.140354152777533E-05,  8.768198596723938E+01,  8.963746251694762E+01,  1.496326045590096E+08,  1.521864297821283E+08,  3.156914008890631E+07,
2460404.500000000, A.D. 2024-Apr-04 00:00:00.0000,  1.703908920015040E-02,  1.471115410290820E+08,  2.372281262519829E-03,  1.620834166640124E+02,  3.023272457167912E+02,  2.460315142441922E+06,  1.140022324332272E-05,  8.801534395324644E+01,  8.996777092145263E+01,  1.496616390466385E+08,  1.522117370641949E+08,  3.157832897797482E+07,
2460405.500000000, A.D. 2024-Apr-05 00:00:00.0000,  1.698668822228483E-02,  1.471456865376160E+08,  1.985678505804110E-03,  1.545614491850997E+02,  3.104566625627836E+02,  2.460315728912282E+06,  1.139716660200619E-05,  8.839895409475207E+01,  9.034550571760981E+01,  1.496883966622107E+08,  1.522311067868054E+08,  3.158679806756803E+07,
2460406.500000000, A.D. 2024-Apr-06 00:00:00.0000,  1.691161189304143E-02,  1.471791959244460E+08,  1.703493540116422E-03,  1.455767467792176E+02,  3.199588150813927E+02,  2.460316225232852E+06,  1.139457975060711E-05,  8.887475811456486E+01,  9.081274742211045E+01,  1.497110511170366E+08,  1.522429063096271E+08,  3.159396905189233E+07,
2460407.500000000, A.D. 2024-Apr-07 00:00:00.0000,  1.681778125196857E-02,  1.472097652862825E+08,  1.537734973862890E-03,  1.370718602502985E+02,  3.288494597541956E+02,  2.460316591011866E+06,  1.139266152283512E-05,  8.948407661537816E+01,  9.141117570001805E+01,  1.497278556092451E+08,  1.522459459322077E+08,  3.159928865422944E+07,
2460408.500000000, A.D. 2024-Apr-08 00:00:00.0000,  1.671168717375127E-02,  1.472350691841076E+08,  1.468721128274269E-03,  1.318487658471584E+02,  3.342919456201273E+02,  2.460316792929897E+06,  1.139156835381112E-05,  9.026098769739869E+01,  9.217544761949429E+01,  1.497374343450828E+08,  1.522397995060579E+08,  3.160232101662804E+07,
2460409.500000000, A.D. 2024-Apr-09 00:00:00.0000,  1.660187885247913E-02,  1.472531121581343E+08,  1.467815966965072E-03,  1.317874386226365E+02,  3.343857726397638E+02,  2.460316811698076E+06,  1.139138262449475E-05,  9.122525959903659E+01,  9.312606742783208E+01,  1.497390619236750E+08,  1.522250116892157E+08,  3.160283627256066E+07,
2460410.500000000, A.D. 2024-Apr-10 00:00:00.0000,  1.649775411409295E-02,  1.472625565498317E+08,  1.528615968179757E-03,  1.368931122388881E+02,  3.291241424211829E+02,  2.460316646694280E+06,  1.139209589395863E-05,  9.237765819410188E+01,  9.426457821696170E+01,  1.497328116594003E+08,  1.522030667689689E+08,  3.160085759029754E+07,
2460411.500000000, A.D. 2024-Apr-11 00:00:00.0000,  1.640801402699306E-02,  1.472629019350404E+08,  1.669037512089613E-03,  1.454641494816831E+02,  3.202263086323839E+02,  2.460316316068382E+06,  1.139361506119829E-05,  9.369985624198191E+01,  9.557334335985861E+01,  1.497195016176980E+08,  1.521761013003556E+08,  3.159664409112819E+07,
2460412.500000000, A.D. 2024-Apr-12 00:00:00.0000,  1.633935680560495E-02,  1.472544592818484E+08,  1.905514753995066E-03,  1.549886074404482E+02,  3.102365695762285E+02,  2.460315852277620E+06,  1.139578801195324E-05,  9.515896900524034E+01,  9.701999067941709E+01,  1.497004686531383E+08,  1.521464780244282E+08,  3.159061923777363E+07,
2460413.500000000, A.D. 2024-Apr-13 00:00:00.0000,  1.629583105108931E-02,  1.472381623020706E+08,  2.231765532779862E-03,  1.635418105180283E+02,  3.011197335542695E+02,  2.460315295187154E+06,  1.139843657767533E-05,  9.671454698498181E+01,  9.856437518027160E+01,  1.496772779354944E+08,  1.521163935689182E+08,  3.158327877220340E+07,
2460414.500000000, A.D. 2024-Apr-14 00:00:00.0000,  1.627889165442042E-02,  1.472153164815798E+08,  2.621848753015356E-03,  1.704093372747114E+02,  2.936314354368826E+02,  2.460314685480380E+06,  1.140138449637048E-05,  9.832524910619033E+01,  1.001652758983041E+02,  1.496514766559866E+08,  1.520876368303934E+08,  3.157511266413325E+07,
2460415.500000000, A.D. 2024-Apr-15 00:00:00.0000,  1.628790594922630E-02,  1.471873774154704E+08,  3.043886197762803E-03,  1.756685240938619E+02,  2.877320148567179E+02,  2.460314060148906E+06,  1.140447420320074E-05,  9.995340945412006E+01,  1.017850137019526E+02,  1.496244463249157E+08,  1.520615152343610E+08,  3.156655831611804E+07,
2460416.500000000, A.D. 2024-Apr-16 00:00:00.0000,  1.632079135990998E-02,  1.471558040032305E+08,  3.468845722261391E-03,  1.796449726164388E+02,  2.831278391721178E+02,  2.460313450404679E+06,  1.140757272169766E-05,  1.015671530215392E+02,  1.033916202654722E+02,  1.495973511594999E+08,  1.520388983157693E+08,  3.155798422527394E+07,
2460417.500000000, A.D. 2024-Apr-17 00:00:00.0000,  1.637456393725111E-02,  1.471219886392444E+08,  3.873027371527496E-03,  1.826528607264084E+02,  2.795306881499922E+02,  2.460312881422906E+06,  1.141057022298653E-05,  1.031406584166935E+02,  1.049591417347620E+02,  1.495711510147029E+08,  1.520203133901614E+08,  3.154969409633726E+07,
2460418.500000000, A.D. 2024-Apr-18 00:00:00.0000,  1.644571081457689E-02,  1.470872436544794E+08,  4.237647532494304E-03,  1.849278533804728E+02,  2.767255535072891E+02,  2.460312373070301E+06,  1.141337514543233E-05,  1.046534222892679E+02,  1.064669277970152E+02,  1.495466445236049E+08,  1.520060453927305E+08,  3.154194052265716E+07,
2460419.500000000, A.D. 2024-Apr-19 00:00:00.0000,  1.653039365241779E-02,  1.470528183087819E+08,  4.547736694455973E-03,  1.866290936564764E+02,  2.745696727469204E+02,  2.460311940929121E+06,  1.141590871672828E-05,  1.060892238072886E+02,  1.078986063939714E+02,  1.495245174427992E+08,  1.519962165768164E+08,  3.153494031294020E+07,
2460420.500000000, A.D. 2024-Apr-20 00:00:00.0000,  1.662453346469070E-02,  1.470199245489668E+08,  4.791223177707698E-03,  1.878555371173713E+02,  2.729771029109764E+02,  2.460311597196896E+06,  1.141810052479754E-05,  1.074352164430528E+02,  1.092411753485813E+02,  1.495053817713764E+08,  1.519908389937860E+08,  3.152888689481768E+07,
2460421.500000000, A.D. 2024-Apr-21 00:00:00.0000,  1.672383664639080E-02,  1.469897559058919E+08,  4.958459197320729E-03,  1.886602639460047E+02,  2.719049997834522E+02,  2.460311351271465E+06,  1.141988591377386E-05,  1.086813429191372E+02,  1.104844108755964E+02,  1.494897988827082E+08,  1.519898418595244E+08,  3.152395765756235E+07,
2460422.500000000, A.D. 2024-Apr-22 00:00:00.0000,  1.682381493926038E-02,  1.469634896343758E+08,  5.042215475091988E-03,  1.890596341101621E+02,  2.713446934846534E+02,  2.460311209984741E+06,  1.142120544279344E-05,  1.098201134600286E+02,  1.116206367198359E+02,  1.494782846324705E+08,  1.519930796305653E+08,  3.152031559218235E+07,
2460423.500000000, A.D. 2024-Apr-23 00:00:00.0000,  1.691983794543181E-02,  1.469422673079111E+08,  5.038081010106391E-03,  1.890375271348294E+02,  2.713173701403594E+02,  2.460311177540842E+06,  1.142200629670494E-05,  1.108466930093789E+02,  1.126448026062387E+02,  1.494712974380565E+08,  1.520003275682019E+08,  3.151810554542015E+07,
2460424.500000000, A.D. 2024-Apr-24 00:00:00.0000,  1.700723911787320E-02,  1.469271540182424E+08,  4.945160869550220E-03,  1.885453105182229E+02,  2.718738200215532E+02,  2.460311255264044E+06,  1.142224526678117E-05,  1.117591904965621E+02,  1.135547675202565E+02,  1.494692126586890E+08,  1.520112712991356E+08,  3.151744614055632E+07,
2460425.500000000, A.D. 2024-Apr-25 00:00:00.0000,  1.708147685046100E-02,  1.469190810335794E+08,  4.766943822949953E-03,  1.874979594149939E+02,  2.730979536980868E+02,  2.460311441277968E+06,  1.142189270165734E-05,  1.125590242816013E+02,  1.143516636159437E+02,  1.494722884688455E+08,  1.520254959041115E+08,  3.151841900491354E+07,
2460426.500000000, A.D. 2024-Apr-26 00:00:00.0000,  1.713833484735387E-02,  1.469187802813575E+08,  4.512215547651495E-03,  1.857668344619460E+02,  2.751136895745724E+02,  2.460311730220413E+06,  1.142093671718006E-05,  1.132512528704783E+02,  1.150402304900473E+02,  1.494806293605315E+08,  1.520424784397055E+08,  3.152105724029329E+07,
2460427.500000000, A.D. 2024-Apr-27 00:00:00.0000,  1.717413570488179E-02,  1.469267199392851E+08,  4.195917314742507E-03,  1.831710155003289E+02,  2.780933792868240E+02,  2.460312113050767E+06,  1.141938702182394E-05,  1.138448071206676E+02,  1.156290555901606E+02,  1.494941528066732E+08,  1.520615856740614E+08,  3.152533488110992E+07,
2460428.500000000, A.D. 2024-Apr-28 00:00:00.0000,  1.718594323202056E-02,  1.469430479450718E+08,  3.839846114960331E-03,  1.794739647540548E+02,  2.822609969443430E+02,  2.460312576943544E+06,  1.141727797553754E-05,  1.143526256064674E+02,  1.161307212265069E+02,  1.495125623541644E+08,  1.520820767632570E+08,  3.153115836991353E+07,
2460429.500000000, A.D. 2024-Apr-29 00:00:00.0000,  1.717174281991455E-02,  1.469675451919824E+08,  3.472918060954041E-03,  1.744048646090291E+02,  2.878706911476133E+02,  2.460313105209690E+06,  1.141467085222585E-05,  1.147917502341661E+02,  1.165619141329175E+02,  1.495353273761778E+08,  1.521031095603733E+08,  3.153836012098416E+07,
2460430.500000000, A.D. 2024-Apr-30 00:00:00.0000,  1.713060924396793E-02,  1.469995852151780E+08,  3.130106527114501E-03,  1.677469398937655E+02,  2.951183232135717E+02,  2.460313677180691E+06,  1.141165551158897E-05,  1.151834489150152E+02,  1.169435642593188E+02,  1.495616677024651E+08,  1.521237501897522E+08,  3.154669360938966E+07,
2460431.500000000, A.D. 2024-May-01 00:00:00.0000,  1.706288663782932E-02,  1.470380959257293E+08,  2.848002862233543E-03,  1.595459470196326E+02,  3.039328073160823E+02,  2.460314268057552E+06,  1.140835157160391E-05,  1.155533657649377E+02,  1.173010147403611E+02,  1.495905423926668E+08,  1.521429888596042E+08,  3.155582975686534E+07,
2460432.500000000, A.D. 2024-May-02 00:00:00.0000,  1.697040327367909E-02,  1.470815245208207E+08,  2.654621198559304E-03,  1.503978271915033E+02,  3.136884058560517E+02,  2.460314848877371E+06,  1.140490856983530E-05,  1.159315456366073E+02,  1.176640725281753E+02,  1.496206472425964E+08,  1.521597699643722E+08,  3.156535607415210E+07,
2460433.500000000, A.D. 2024-May-03 00:00:00.0000,  1.685671387058458E-02,  1.471278198895851E+08,  2.555744925869479E-03,  1.415222633662469E+02,  3.231316064927569E+02,  2.460315386959223E+06,  1.140150360078305E-05,  1.163519648402408E+02,  1.180665736202070E+02,  1.496504344436098E+08,  1.521730489976344E+08,  3.157478281858151E+07,
2460434.500000000, A.D. 2024-May-04 00:00:00.0000,  1.672730241774081E-02,  1.471744639609344E+08,  2.529200920079545E-03,  1.343318203936631E+02,  3.308134551499086E+02,  2.460315847368994E+06,  1.139833398356494E-05,  1.168510161222340E+02,  1.185449092298696E+02,  1.496781760775189E+08,  1.521818881941034E+08,  3.158356304693982E+07,
2460435.500000000, A.D. 2024-May-05 00:00:00.0000,  1.658960571318426E-02,  1.472185941592922E+08,  2.536251695210664E-03,  1.298425989326116E+02,  3.356819463992629E+02,  2.460316195913272E+06,  1.139560255361841E-05,  1.174644249447625E+02,  1.191349810729942E+02,  1.497020928541815E+08,  1.521855915490709E+08,  3.159113336097267E+07,
2460436.500000000, A.D. 2024-May-06 00:00:00.0000,  1.645267819399901E-02,  1.472572476496644E+08,  2.542209033038363E-03,  1.285122696529506E+02,  3.372486867853503E+02,  2.460316403724315E+06,  1.139349519509022E-05,  1.182225317726749E+02,  1.198675039128356E+02,  1.497205517059098E+08,  1.521838557621551E+08,  3.159697650595703E+07,
2460437.500000000, A.D. 2024-May-07 00:00:00.0000,  1.632637804360231E-02,  1.472877134859061E+08,  2.532102544310758E-03,  1.304331991577380E+02,  3.354012824598477E+02,  2.460316452597019E+06,  1.139215433091622E-05,  1.191447961440371E+02,  1.207624927408897E+02,  1.497322996147545E+08,  1.521768857436028E+08,  3.160069549119661E+07,
2460438.500000000, A.D. 2024-May-08 00:00:00.0000,  1.622014376638033E-02,  1.473079136038984E+08,  2.515892425997520E-03,  1.354693011250128E+02,  3.302710120181385E+02,  2.460316339301494E+06,  1.139165628339588E-05,  1.202353363054331E+02,  1.218247402223034E+02,  1.497366638181265E+08,  1.521654140323547E+08,  3.160207708555292E+07,
2460439.500000000, A.D. 2024-May-09 00:00:00.0000,  1.614167231360578E-02,  1.473166901716606E+08,  2.523253841403886E-03,  1.431655894786097E+02,  3.223248052580603E+02,  2.460316076925325E+06,  1.139200118422350E-05,  1.214814942307219E+02,  1.230422866574603E+02,  1.497336415478489E+08,  1.521505929240372E+08,  3.160112031049954E+07,
2460440.500000000, A.D. 2024-May-10 00:00:00.0000,  1.609593005869866E-02,  1.473138982864305E+08,  2.588760392056755E-03,  1.525816617098631E+02,  3.125293813340948E+02,  2.460315692385259E+06,  1.139311953625738E-05,  1.228563135742850E+02,  1.243888004552064E+02,  1.497238427880668E+08,  1.521337872897032E+08,  3.159801833504324E+07,
2460441.500000000, A.D. 2024-May-11 00:00:00.0000,  1.608480398371316E-02,  1.473002861815659E+08,  2.733032726172844E-03,  1.624072027562342E+02,  3.022303488740923E+02,  2.460315221029260E+06,  1.139489211886949E-05,  1.243240054672814E+02,  1.258289757195174E+02,  1.497083150844310E+08,  1.521163439872960E+08,  3.159310296618379E+07,
2460442.500000000, A.D. 2024-May-12 00:00:00.0000,  1.610740537186009E-02,  1.472772339386709E+08,  2.952349859006474E-03,  1.714586958999344E+02,  2.926492224704003E+02,  2.460314700454118E+06,  1.139717484812636E-05,  1.258462457214873E+02,  1.273248058185485E+02,  1.496883244601856E+08,  1.520994149817004E+08,  3.158677521378748E+07,
2460443.500000000, A.D. 2024-May-13 00:00:00.0000,  1.616078114645895E-02,  1.472464594594527E+08,  3.223616893246818E-03,  1.790914895078585E+02,  2.844662550425576E+02,  2.460314165541369E+06,  1.139982032918666E-05,  1.273872606428613E+02,  1.288406846015669E+02,  1.496651654434325E+08,  1.520838714274124E+08,  3.157944507934932E+07,
2460444.500000000, A.D. 2024-May-14 00:00:00.0000,  1.624071250115220E-02,  1.472097785861547E+08,  3.516682540643482E-03,  1.851812555609483E+02,  2.778360443876257E+02,  2.460313645657231E+06,  1.140269165848117E-05,  1.289167248468419E+02,  1.303463411624693E+02,  1.496400394454493E+08,  1.520703003047439E+08,  3.157149301079598E+07,
2460445.500000000, A.D. 2024-May-15 00:00:00.0000,  1.634236627118647E-02,  1.471689572633090E+08,  3.803443619135460E-03,  1.898771528760658E+02,  2.726334934342158E+02,  2.460313163877192E+06,  1.140566817523997E-05,  1.304105965351641E+02,  1.318177159554849E+02,  1.496140041179025E+08,  1.520590509724961E+08,  3.156325385491287E+07,
2460446.500000000, A.D. 2024-May-16 00:00:00.0000,  1.646070324723298E-02,  1.471256519483705E+08,  4.061271106308310E-03,  1.933985020979565E+02,  2.686576257179614E+02,  2.460312737533192E+06,  1.140864525188679E-05,  1.318505931501815E+02,  1.332364698620703E+02,  1.495879752177849E+08,  1.520502984871993E+08,  3.155501744963648E+07,
2460447.500000000, A.D. 2024-May-17 00:00:00.0000,  1.659065493141749E-02,  1.470814135839964E+08,  4.273102122681645E-03,  1.959374575220437E+02,  2.657300168033991E+02,  2.460312379333947E+06,  1.141153076285594E-05,  1.332230662676620E+02,  1.345888805486767E+02,  1.495627576873789E+08,  1.520441017907614E+08,  3.154703847198002E+07,
2460448.500000000, A.D. 2024-May-18 00:00:00.0000,  1.672713308436259E-02,  1.470377264064578E+08,  4.426513890124721E-03,  1.976282093966693E+02,  2.637267539352861E+02,  2.460312098516427E+06,  1.141424042822574E-05,  1.345178299622244E+02,  1.358646802415563E+02,  1.495390866094887E+08,  1.520404468125197E+08,  3.153954941318502E+07,
2460449.500000000, A.D. 2024-May-19 00:00:00.0000,  1.686494978031188E-02,  1.469960566762418E+08,  4.512939263582422E-03,  1.985430722183131E+02,  2.625832540314220E+02,  2.460311901728154E+06,  1.141669356591510E-05,  1.357272551408367E+02,  1.370561493003277E+02,  1.495176645806643E+08,  1.520392724850867E+08,  3.153277241974783E+07,
2460450.500000000, A.D. 2024-May-20 00:00:00.0000,  1.699872125624250E-02,  1.469578916038958E+08,  4.527439980487477E-03,  1.986953364115452E+02,  2.622919291669565E+02,  2.460311793520604E+06,  1.141881027212000E-05,  1.368457607584041E+02,  1.381575990221776E+02,  1.494991866050297E+08,  1.520404816061637E+08,  3.152692718601086E+07,
2460451.500000000, A.D. 2024-May-21 00:00:00.0000,  1.712281963230739E-02,  1.469247529738537E+08,  4.469126532953342E-03,  1.980414875405646E+02,  2.629000754938207E+02,  2.460311776446601E+06,  1.142051072593963E-05,  1.378697189982228E+02,  1.391652635373017E+02,  1.494843464764229E+08,  1.520439399789920E+08,  3.152223299281397E+07,
2460452.500000000, A.D. 2024-May-22 00:00:00.0000,  1.723142513365914E-02,  1.468981738800782E+08,  4.342163977156728E-03,  1.964817941040529E+02,  2.645090361910319E+02,  2.460311850824533E+06,  1.142171706096954E-05,  1.387977195209314E+02,  1.400775490838236E+02,  1.494738208332076E+08,  1.520494677863370E+08,  3.151890368832523E+07,
2460453.500000000, A.D. 2024-May-23 00:00:00.0000,  1.731871392228158E-02,  1.468796324372553E+08,  4.157174357521644E-03,  1.938628445004749E+02,  2.672711627344059E+02,  2.460312014282029E+06,  1.142235791345078E-05,  1.396310840903983E+02,  1.408955357140670E+02,  1.494682299522684E+08,  1.520568274672816E+08,  3.151713531722463E+07,
2460454.500000000, A.D. 2024-May-24 00:00:00.0000,  1.737918858087097E-02,  1.468704447262006E+08,  3.932637764440249E-03,  1.899921962242499E+02,  2.713745586152221E+02,  2.460312261227736E+06,  1.142237525702611E-05,  1.403744802827663E+02,  1.416235841724112E+02,  1.494680786519126E+08,  1.520657125776246E+08,  3.151708746204581E+07,
2460455.500000000, A.D. 2024-May-25 00:00:00.0000,  1.740812085090596E-02,  1.468716299219109E+08,  3.695496345256445E-03,  1.846859101896991E+02,  2.769950014570548E+02,  2.460312582412519E+06,  1.142173252575175E-05,  1.410364619215885E+02,  1.422698790466924E+02,  1.494736859102671E+08,  1.520757418986234E+08,  3.151886101240194E+07,
2460456.500000000, A.D. 2024-May-26 00:00:00.0000,  1.740203982294198E-02,  1.468837701502514E+08,  3.479495395026578E-03,  1.778776199160907E+02,  2.841865472654584E+02,  2.460312964717208E+06,  1.142042252911717E-05,  1.416297810804280E+02,  1.428467547068860E+02,  1.494851160934467E+08,  1.520864620366420E+08,  3.152247643046084E+07,
2460457.500000000, A.D. 2024-May-27 00:00:00.0000,  1.735918002597721E-02,  1.469068913014939E+08,  3.319241667046086E-03,  1.697908228249353E+02,  2.927092255923678E+02,  2.460313391241846E+06,  1.141847355626237E-05,  1.421713766196366E+02,  1.433707080225301E+02,  1.495021256142988E+08,  1.520973599271037E+08,  3.152785687387792E+07,
2460458.500000000, A.D. 2024-May-28 00:00:00.0000,  1.727981480728290E-02,  1.469403858940374E+08,  3.239304375002351E-03,  1.610713447662423E+02,  3.018968920550176E+02,  2.460313841695728E+06,  1.141595248518427E-05,  1.426820251525269E+02,  1.438620803656325E+02,  1.495241352605590E+08,  1.521078846270805E+08,  3.153481940882388E+07,
2460459.500000000, A.D. 2024-May-29 00:00:00.0000,  1.716643682069775E-02,  1.469829872915252E+08,  3.242833310306150E-03,  1.526824536079326E+02,  3.107627240875882E+02,  2.460314293040953E+06,  1.141296447590930E-05,  1.431856971588369E+02,  1.443444472719127E+02,  1.495502318989390E+08,  1.521174765063529E+08,  3.154307548752079E+07,
2460460.500000000, A.D. 2024-May-30 00:00:00.0000,  1.702378741253271E-02,  1.470327930948867E+08,  3.308590763573786E-03,  1.455439778400203E+02,  3.183609732508094E+02,  2.460314720360603E+06,  1.140964949619644E-05,  1.437086525068775E+02,  1.448437465702164E+02,  1.495791975554072E+08,  1.521256020159277E+08,  3.155224006837465E+07,
2460461.500000000, A.D. 2024-May-31 00:00:00.0000,  1.685875354399214E-02,  1.470873316971580E+08,  3.399782850234200E-03,  1.402268724966380E+02,  3.240935765733798E+02,  2.460315098004027E+06,  1.140617610435400E-05,  1.442782323155533E+02,  1.453871002792862E+02,  1.496095624381269E+08,  1.521317931790958E+08,  3.156184830975734E+07,
2460462.500000000, A.D. 2024-Jun-01 00:00:00.0000,  1.668013219544652E-02,  1.471436719502655E+08,  3.477806057584474E-03,  1.369374945856514E+02,  3.277275019915728E+02,  2.460315401151736E+06,  1.140273255832560E-05,  1.449212106005531E+02,  1.460011930847523E+02,  1.496396816213949E+08,  1.521356912925243E+08,  3.157137976871598E+07,
