            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
2460463.500000000, A.D. 2024-Jun-02 00:00:00.0000,  1.649822159454024E-02,  1.471985859296888E+08,  3.513044343637807E-03,  1.356822622926492E+02,  3.292323023963684E+02,  2.460315607945661E+06,  1.139951486152452E-05,  1.456615588042024E+02,  1.467100586955065E+02,  1.496678391048161E+08,  1.521370922799433E+08,  3.158029129950670E+07,
2460464.500000000, A.D. 2024-Jun-03 00:00:00.0000,  1.632417334720718E-02,  1.472487774222769E+08,  3.490724665266004E-03,  1.364222791104410E+02,  3.286282747894879E+02,  2.460315702152144E+06,  1.139671147753554E-05,  1.465176505388255E+02,  1.475322965157113E+02,  1.496923818117279E+08,  1.521359862011788E+08,  3.158805947747370E+07,
2460465.500000000, A.D. 2024-Jun-04 00:00:00.0000,  1.616907252729705E-02,  1.472911734778470E+08,  3.413081123334216E-03,  1.391439542780381E+02,  3.259187949345692E+02,  2.460315675951269E+06,  1.139448561745950E-05,  1.474993124707875E+02,  1.484781169477425E+02,  1.497118756534859E+08,  1.521325778291248E+08,  3.159423005882605E+07,
2460466.500000000, A.D. 2024-Jun-05 00:00:00.0000,  1.604282047038579E-02,  1.473232430923242E+08,  3.298679949660007E-03,  1.438441687665200E+02,  3.211074520203543E+02,  2.460315532033591E+06,  1.139295794293585E-05,  1.486055541917556E+02,  1.495470416092930E+02,  1.497252585348814E+08,  1.521272739774386E+08,  3.159846650914886E+07,
2460467.500000000, A.D. 2024-Jun-06 00:00:00.0000,  1.595303571730546E-02,  1.473432726394716E+08,  3.178527114299279E-03,  1.504365174844104E+02,  3.142924717351584E+02,  2.460315284054396E+06,  1.139219402377804E-05,  1.498239578159384E+02,  1.507272393301869E+02,  1.497319518147949E+08,  1.521206309901182E+08,  3.160058538755572E+07,
2460468.500000000, A.D. 2024-Jun-07 00:00:00.0000,  1.590426731506183E-02,  1.473505191225781E+08,  3.088132475495146E-03,  1.586029475378872E+02,  3.058135268009103E+02,  2.460314954913071E+06,  1.139220048390092E-05,  1.511322981361645E+02,  1.519970788633187E+02,  1.497318952095821E+08,  1.521132712965861E+08,  3.160056746795670E+07,
2460469.500000000, A.D. 2024-Jun-08 00:00:00.0000,  1.589774997984359E-02,  1.473451953740182E+08,  3.056144425412439E-03,  1.676912139346069E+02,  2.963507963765140E+02,  2.460314573185431E+06,  1.139293108550250E-05,  1.525020930734404E+02,  1.533286152522913E+02,  1.497254938407063E+08,  1.521057923073945E+08,  3.159854099864605E+07,
2460470.500000000, A.D. 2024-Jun-09 00:00:00.0000,  1.593173709061357E-02,  1.473283017821742E+08,  3.093938420105144E-03,  1.768132903818017E+02,  2.868222298722131E+02,  2.460314168820015E+06,  1.139430042110298E-05,  1.539029747462319E+02,  1.546919164183924E+02,  1.497134978691415E+08,  1.520986939561088E+08,  3.159474357313388E+07,
2460471.500000000, A.D. 2024-Jun-10 00:00:00.0000,  1.600223960339850E-02,  1.473013709682692E+08,  3.192762233155328E-03,  1.851446978636937E+02,  2.780803699065241E+02,  2.460313769397194E+06,  1.139620054703415E-05,  1.553065558831742E+02,  1.560589124053600E+02,  1.496968559246509E+08,  1.520923408810326E+08,  3.158947567781173E+07,
2460472.500000000, A.D. 2024-Jun-11 00:00:00.0000,  1.610389577940502E-02,  1.472662073001173E+08,  3.330073235506177E-03,  1.921777908930455E+02,  2.706565777531572E+02,  2.460313397790898E+06,  1.139851591503735E-05,  1.566889110054383E+02,  1.574058840274489E+02,  1.496765833998051E+08,  1.520869594994930E+08,  3.158305894235533E+07,
2460473.500000000, A.D. 2024-Jun-12 00:00:00.0000,  1.623072846814732E-02,  1.472246827327268E+08,  3.479249315557149E-03,  1.977444072053337E+02,  2.647374347381767E+02,  2.460313071365790E+06,  1.140113375234365E-05,  1.580315025307171E+02,  1.587144117844784E+02,  1.496536708282009E+08,  1.520826589236749E+08,  3.157580709251810E+07,
2460474.500000000, A.D. 2024-Jun-13 00:00:00.0000,  1.637665620481434E-02,  1.471786151428485E+08,  3.616535656075955E-03,  2.018841624768153E+02,  2.602966827404679E+02,  2.460312802322317E+06,  1.140394919952370E-05,  1.593209176105513E+02,  1.599711404488633E+02,  1.496290384640309E+08,  1.520794617852133E+08,  3.156801154595075E+07,
2460475.500000000, A.D. 2024-Jun-14 00:00:00.0000,  1.653573507827450E-02,  1.471297255878631E+08,  3.723882295862352E-03,  2.047062556075843E+02,  2.572342900902973E+02,  2.460312598628421E+06,  1.140686601382881E-05,  1.605479718880297E+02,  1.611669076233697E+02,  1.496035299254857E+08,  1.520773342631083E+08,  3.155993938769540E+07,
2460476.500000000, A.D. 2024-Jun-15 00:00:00.0000,  1.670217856418260E-02,  1.470796549992440E+08,  3.789310993097106E-03,  2.063045384623133E+02,  2.554624070595360E+02,  2.460312465058156E+06,  1.140979426112658E-05,  1.617066666497204E+02,  1.622957182849479E+02,  1.495779323343536E+08,  1.520762096694632E+08,  3.155183974057516E+07,
2460477.500000000, A.D. 2024-Jun-16 00:00:00.0000,  1.687023106400499E-02,  1.470300163308952E+08,  3.806582040173072E-03,  2.067182968843873E+02,  2.549454477849385E+02,  2.460312404031653E+06,  1.141264644672885E-05,  1.627933175877129E+02,  1.633538817188929E+02,  1.495530101687596E+08,  1.520760040066241E+08,  3.154395447895302E+07,
2460478.500000000, A.D. 2024-Jun-17 00:00:00.0000,  1.703397583386315E-02,  1.469824589915140E+08,  3.775165178912652E-03,  2.059186187188436E+02,  2.557142609070044E+02,  2.460312416109188E+06,  1.141533336502979E-05,  1.638060174877506E+02,  1.643394728497750E+02,  1.495295415893964E+08,  1.520766241872788E+08,  3.153652972613476E+07,
2460479.500000000, A.D. 2024-Jun-18 00:00:00.0000,  1.718715705833204E-02,  1.469387236208899E+08,  3.700886469968657E-03,  2.038102675456863E+02,  2.578644149302057E+02,  2.460312500101248E+06,  1.141776083304927E-05,  1.647444876272871E+02,  1.652521732537595E+02,  1.495083470634001E+08,  1.520779705059104E+08,  3.152982491610461E+07,
2460480.500000000, A.D. 2024-Jun-19 00:00:00.0000,  1.732309723261603E-02,  1.469006651420833E+08,  3.597144057690011E-03,  2.002533203147972E+02,  2.615343542936805E+02,  2.460312652828669E+06,  1.141982847485014E-05,  1.656103023292879E+02,  1.660934776329456E+02,  1.494903001468603E+08,  1.520799351516374E+08,  3.152411621530281E+07,
2460481.500000000, A.D. 2024-Jun-20 00:00:00.0000,  1.743479146880819E-02,  1.468702219903503E+08,  3.485956809363176E-03,  1.951232077419141E+02,  2.668448592668853E+02,  2.460312868627242E+06,  1.142143172729202E-05,  1.664074118336462E+02,  1.668671937067688E+02,  1.494763102897795E+08,  1.520823985892087E+08,  3.151969110315338E+07,
2460482.500000000, A.D. 2024-Jun-21 00:00:00.0000,  1.751524667275575E-02,  1.468493135642464E+08,  3.397103623035110E-03,  1.884318602808716E+02,  2.737772434229361E+02,  2.460313138754979E+06,  1.142246799238167E-05,  1.671428217947991E+02,  1.675800988515346E+02,  1.494672696618775E+08,  1.520852257595086E+08,  3.151683158491717E+07,
2460483.500000000, A.D. 2024-Jun-22 00:00:00.0000,  1.755808901765368E-02,  1.468396611139296E+08,  3.362752827818591E-03,  1.804921683127523E+02,  2.820082857220162E+02,  2.460313450920520E+06,  1.142284708866126E-05,  1.678272162455292E+02,  1.682425476967222E+02,  1.494639626755176E+08,  1.520882642371056E+08,  3.151578561857396E+07,
2460484.500000000, A.D. 2024-Jun-23 00:00:00.0000,  1.755838107377202E-02,  1.468425511667954E+08,  3.406510992426527E-03,  1.720007928394444E+02,  2.908271112972189E+02,  2.460313789176146E+06,  1.142250477208241E-05,  1.684752652906821E+02,  1.688687801917831E+02,  1.494669488119700E+08,  1.520913464571445E+08,  3.151673010282921E+07,
2460485.500000000, A.D. 2024-Jun-24 00:00:00.0000,  1.751349058090539E-02,  1.468585889456575E+08,  3.531578133129022E-03,  1.638721290290369E+02,  2.993014456426892E+02,  2.460314134368672E+06,  1.142141649087589E-05,  1.691053845944705E+02,  1.694767030441573E+02,  1.494764432261662E+08,  1.520942975066750E+08,  3.151973315110167E+07,
2460486.500000000, A.D. 2024-Jun-25 00:00:00.0000,  1.742378658893456E-02,  1.468875072197465E+08,  3.717068328772071E-03,  1.568848731944759E+02,  3.066319025535074E+02,  2.460314465203848E+06,  1.141960758224075E-05,  1.697388361236107E+02,  1.700870336380425E+02,  1.494922278952986E+08,  1.520969485708506E+08,  3.152472599495062E+07,
2460487.500000000, A.D. 2024-Jun-26 00:00:00.0000,  1.729295826988029E-02,  1.469280886092314E+08,  3.925677995218080E-03,  1.514493278039348E+02,  3.123861044689683E+02,  2.460314759801319E+06,  1.141715666530276E-05,  1.703982450876064E+02,  1.707218733242577E+02,  1.495136214253181E+08,  1.520991542414048E+08,  3.153149339660511E+07,
2460488.500000000, A.D. 2024-Jun-27 00:00:00.0000,  1.712786446784824E-02,  1.469782251487992E+08,  4.116172700000600E-03,  1.476402334387864E+02,  3.164676257958261E+02,  2.460314997488277E+06,  1.141419106630917E-05,  1.711057667866125E+02,  1.714029307923993E+02,  1.495395177412588E+08,  1.521008103337184E+08,  3.153968580941300E+07,
2460489.500000000, A.D. 2024-Jun-28 00:00:00.0000,  1.693796963732707E-02,  1.470350955679421E+08,  4.253325712395658E-03,  1.453579835464074E+02,  3.189566340630804E+02,  2.460315160569165E+06,  1.141087565573680E-05,  1.718811850016988E+02,  1.721496650266980E+02,  1.495684819743243E+08,  1.521018683807065E+08,  3.154884961164312E+07,
2460490.500000000, A.D. 2024-Jun-29 00:00:00.0000,  1.673452022701456E-02,  1.470954127589397E+08,  4.313187070176339E-03,  1.444659799521446E+02,  3.199742643021995E+02,  2.460315235900306E+06,  1.140739805539791E-05,  1.727401550423147E+02,  1.729775546249502E+02,  1.495988782123225E+08,  1.521023436657053E+08,  3.155846743067321E+07,
2460491.500000000, A.D. 2024-Jun-30 00:00:00.0000,  1.652962225950410E-02,  1.471556930790276E+08,  4.284881219346566E-03,  1.448637826182311E+02,  3.196109630154311E+02,  2.460315216200261E+06,  1.140395314020200E-05,  1.736927013542470E+02,  1.738966036842572E+02,  1.496290039941162E+08,  1.521023149092048E+08,  3.156800063750729E+07,
2460492.500000000, A.D. 2024-Jul-01 00:00:00.0000,  1.633532235637326E-02,  1.472125171594978E+08,  4.170488965776525E-03,  1.465136009475973E+02,  3.179011779750647E+02,  2.460315101045551E+06,  1.140072863618451E-05,  1.747420421772266E+02,  1.749101607023015E+02,  1.496572160262439E+08,  1.521019148929900E+08,  3.157692911463607E+07,
2460493.500000000, A.D. 2024-Jul-02 00:00:00.0000,  1.616273415744401E-02,  1.472627702827104E+08,  3.983910817388765E-03,  1.494398361639700E+02,  3.148245446408161E+02,  2.460314897418323E+06,  1.139789247674352E-05,  1.758838771030148E+02,  1.760141901344743E+02,  1.496820413247865E+08,  1.521013123668625E+08,  3.158478646245795E+07,
2460494.500000000, A.D. 2024-Jul-03 00:00:00.0000,  1.602123743885508E-02,  1.473038557636416E+08,  3.748953608297306E-03,  1.537070921203426E+02,  3.103279148551904E+02,  2.460314619565020E+06,  1.139558216691800E-05,  1.771063727362437E+02,  1.771972335454035E+02,  1.497022713988586E+08,  1.521006870340756E+08,  3.159118987752110E+07,
2460495.500000000, A.D. 2024-Jul-04 00:00:00.0000,  1.591780964252993E-02,  1.473338669705357E+08,  3.496407629232273E-03,  1.593687156788839E+02,  3.043759226716754E+02,  2.460314287923091E+06,  1.139389671931005E-05,  1.783910898949918E+02,  1.784413042990634E+02,  1.497170342215180E+08,  1.521002014725003E+08,  3.159586301935513E+07,
2460496.500000000, A.D. 2024-Jul-05 00:00:00.0000,  1.585658938736492E-02,  1.473516935932666E+08,  3.259596611239001E-03,  1.663748934420703E+02,  2.970409940284586E+02,  2.460313927065000E+06,  1.139289218347528E-05,  1.797149172157591E+02,  1.797237822156262E+02,  1.497258346743787E+08,  1.520999757554909E+08,  3.159864889462912E+07,
2460497.500000000, A.D. 2024-Jul-06 00:00:00.0000,  1.583876951199105E-02,  1.473570386571362E+08,  3.068046410191322E-03,  1.744546515718955E+02,  2.886187160239500E+02,  2.460679298019263E+06,  1.139258173066619E-05,  1.810527442908634E+02,  1.810200455936281E+02,  1.497285547247856E+08,  1.521000707924350E+08,  3.159950997156012E+07,
2460498.500000000, A.D. 2024-Jul-07 00:00:00.0000,  1.586285277244404E-02,  1.473503397450343E+08,  2.940186798502965E-03,  1.830483980655448E+02,  2.796924945066348E+02,  2.460678943633550E+06,  1.139294043687840E-05,  1.823802996170631E+02,  1.823062723910861E+02,  1.497254119104635E+08,  1.521004840758927E+08,  3.159851506242387E+07,
2460499.500000000, A.D. 2024-Jul-08 00:00:00.0000,  1.592520329656420E-02,  1.473326137164833E+08,  2.878293549260454E-03,  1.913975515836504E+02,  2.710416063233786E+02,  2.460678611528024E+06,  1.139391369015372E-05,  1.836764964388576E+02,  1.835617600119209E+02,  1.497168855558893E+08,  1.521011573952953E+08,  3.159581595840078E+07,
2460500.500000000, A.D. 2024-Jul-09 00:00:00.0000,  1.602074605645990E-02,  1.473052647136580E+08,  2.869391766111843E-03,  1.987791260652607E+02,  2.634052258612175E+02,  2.460678319830955E+06,  1.139542720809717E-05,  1.849248340014307E+02,  1.847703147583173E+02,  1.497036285300688E+08,  1.521019923464797E+08,  3.159161946506026E+07,
2460501.500000000, A.D. 2024-Jul-10 00:00:00.0000,  1.614364560142511E-02,  1.472699001421795E+08,  2.891978111087416E-03,  2.047053480754644E+02,  2.572824393000701E+02,  2.460678081746486E+06,  1.139739646092465E-05,  1.861137642995929E+02,  1.859206205746445E+02,  1.496863840780950E+08,  1.521028680140106E+08,  3.158616103548212E+07,
2460502.500000000, A.D. 2024-Jul-11 00:00:00.0000,  1.628783415631308E-02,  1.472281888116086E+08,  2.924102973049727E-03,  2.089516807499103E+02,  2.529046481575683E+02,  2.460677905885726E+06,  1.139973382936826E-05,  1.872362526291546E+02,  1.870058116801995E+02,  1.496659225367386E+08,  1.521036562618686E+08,  3.157968470040586E+07,
2460503.500000000, A.D. 2024-Jul-12 00:00:00.0000,  1.644732672533337E-02,  1.471817776530045E+08,  2.948905108822335E-03,  2.114594045093653E+02,  2.503338397589344E+02,  2.460677797089015E+06,  1.140235269478178E-05,  1.882889093414820E+02,  1.880226213606725E+02,  1.496430050492096E+08,  1.521042324454147E+08,  3.157243155307341E+07,
2460504.500000000, A.D. 2024-Jul-13 00:00:00.0000,  1.661632294265709E-02,  1.471322671812970E+08,  2.957085903422011E-03,  2.122238275735207E+02,  2.495752955260971E+02,  2.460677757368226E+06,  1.140516844662688E-05,  1.892710538585547E+02,  1.889704630807801E+02,  1.496183744086261E+08,  1.521044816359552E+08,  3.156463682975866E+07,
2460505.500000000, A.D. 2024-Jul-14 00:00:00.0000,  1.678913508336414E-02,  1.470812354691293E+08,  2.947718858321662E-03,  2.112273145527918E+02,  2.506452955917632E+02,  2.460677786696852E+06,  1.140809689962137E-05,  1.901839680974428E+02,  1.898506972117383E+02,  1.495927686698214E+08,  1.521043018705135E+08,  3.155653420264586E+07,
2460506.500000000, A.D. 2024-Jul-15 00:00:00.0000,  1.696000064380425E-02,  1.470302953025277E+08,  2.928630451263980E-03,  2.084298907728112E+02,  2.535809228518641E+02,  2.460677883490107E+06,  1.141105087263681E-05,  1.910304814175969E+02,  1.906662226661459E+02,  1.495669508858435E+08,  1.521036064691592E+08,  3.154836517846607E+07,
2460507.500000000, A.D. 2024-Jul-16 00:00:00.0000,  1.712284772366393E-02,  1.469811662725500E+08,  2.916544420382317E-03,  2.038222217745348E+02,  2.583871161934987E+02,  2.460678044706601E+06,  1.141393585491825E-05,  1.918149400914553E+02,  1.914214442984319E+02,  1.495417468318830E+08,  1.521023273912161E+08,  3.154039102514113E+07,
2460508.500000000, A.D. 2024-Jul-17 00:00:00.0000,  1.727109363830228E-02,  1.469357396320220E+08,  2.935871594529123E-03,  1.975429978117468E+02,  2.649189563065296E+02,  2.460678265565998E+06,  1.141664594020650E-05,  1.925435497099063E+02,  1.921226028513992E+02,  1.495180803992161E+08,  1.521004211664101E+08,  3.153290396193966E+07,
2460509.500000000, A.D. 2024-Jul-18 00:00:00.0000,  1.739757627037859E-02,  1.468961074897510E+08,  3.014023936188524E-03,  1.900179058995833E+02,  2.727420764651185E+02,  2.460678538935124E+06,  1.141906161952665E-05,  1.932250161933094E+02,  1.927783924825666E+02,  1.494969928246093E+08,  1.520978781594677E+08,  3.152623324007626E+07,
2460510.500000000, A.D. 2024-Jul-19 00:00:00.0000,  1.749473534674723E-02,  1.468645216015517E+08,  3.172201382236500E-03,  1.819898990531701E+02,  2.811016465994434E+02,  2.460678854515248E+06,  1.142105146472329E-05,  1.938713256318162E+02,  1.934007078350622E+02,  1.494796281355126E+08,  1.520947346694736E+08,  3.152074054757112E+07,
2460511.500000000, A.D. 2024-Jul-20 00:00:00.0000,  1.755515202276123E-02,  1.468432479049108E+08,  3.414998628754950E-03,  1.743238096630202E+02,  2.891171505422565E+02,  2.460679198076954E+06,  1.142247979057678E-05,  1.944983898784214E+02,  1.940052536874068E+02,  1.494671667394330E+08,  1.520910855739551E+08,  3.151679903141434E+07,
2460512.500000000, A.D. 2024-Jul-21 00:00:00.0000,  1.757248350688749E-02,  1.468343020124410E+08,  3.725564804805282E-03,  1.676962925051309E+02,  2.960923356561758E+02,  2.460679551107985E+06,  1.142322139453723E-05,  1.951261812823879E+02,  1.946116522958669E+02,  1.494606976569456E+08,  1.520870933014503E+08,  3.151475293756958E+07,
2460513.500000000, A.D. 2024-Jul-22 00:00:00.0000,  1.754267475971304E-02,  1.468390950635210E+08,  4.069366791023360E-03,  1.624309783534192E+02,  3.016808199095859E+02,  2.460679891281096E+06,  1.142318197452591E-05,  1.957779749143345E+02,  1.952426822102054E+02,  1.494610415038714E+08,  1.520829879442217E+08,  3.151486169114809E+07,
2460514.500000000, A.D. 2024-Jul-23 00:00:00.0000,  1.746513358841455E-02,  1.468580777125210E+08,  4.403173601165359E-03,  1.585527729467691E+02,  3.058336001210228E+02,  2.460680194007245E+06,  1.142231937084078E-05,  1.964785073543165E+02,  1.959224699907164E+02,  1.494685661882679E+08,  1.520790546640148E+08,  3.151724166626072E+07,
2460515.500000000, A.D. 2024-Jul-24 00:00:00.0000,  1.734344130529648E-02,  1.468905072612606E+08,  4.684493276127183E-03,  1.559303293981914E+02,  3.086592359746555E+02,  2.460680434982630E+06,  1.142065839693869E-05,  1.972512494500266E+02,  1.966738322069581E+02,  1.494830579021223E+08,  1.520756085429839E+08,  3.152182540513585E+07,
2460516.500000000, A.D. 2024-Jul-25 00:00:00.0000,  1.718526773959329E-02,  1.469344396430101E+08,  4.878907461440211E-03,  1.543906979412371E+02,  3.103121143819901E+02,  2.460680593206811E+06,  1.141829310107288E-05,  1.981154017790344E+02,  1.975153595115306E+02,  1.495037007687817E+08,  1.520729618945532E+08,  3.152835514146804E+07,
2460517.500000000, A.D. 2024-Jul-26 00:00:00.0000,  1.700146303798427E-02,  1.469869621168337E+08,  4.964446937494918E-03,  1.537805064585248E+02,  3.109336942628282E+02,  2.460680653709673E+06,  1.141537512769628E-05,  1.990833869322155E+02,  1.984589896432338E+02,  1.495291768908436E+08,  1.520713916648535E+08,  3.153641435107625E+07,
2460518.500000000, A.D. 2024-Jul-27 00:00:00.0000,  1.680462755443650E-02,  1.470445852914892E+08,  4.932957446551285E-03,  1.539904818269660E+02,  3.106293802165816E+02,  2.460680609349973E+06,  1.141209255172917E-05,  2.001594033739981E+02,  1.995086111805333E+02,  1.495578492459092E+08,  1.520711132003293E+08,  3.154548548990277E+07,
2460519.500000000, A.D. 2024-Jul-28 00:00:00.0000,  1.660760376288269E-02,  1.471036673933490E+08,  4.789048640252635E-03,  1.549623365172170E+02,  3.094618753900399E+02,  2.460680461440147E+06,  1.140864641571726E-05,  2.013391736173959E+02,  2.006598234588155E+02,  1.495879650445041E+08,  1.520722626956591E+08,  3.155501423061388E+07,
2460520.500000000, A.D. 2024-Jul-29 00:00:00.0000,  1.642223911997652E-02,  1.471607676472663E+08,  4.547646305051768E-03,  1.566889627107055E+02,  3.074502915311765E+02,  2.460680219334071E+06,  1.140523099498920E-05,  2.026106582880303E+02,  2.019006323663432E+02,  1.496178273851973E+08,  1.520748871231284E+08,  3.156446372354608E+07,
2460521.500000000, A.D. 2024-Jul-30 00:00:00.0000,  1.625855863351860E-02,  1.472128857029492E+08,  4.231139410050726E-03,  1.592119343310802E+02,  3.045713453257446E+02,  2.460679899283192E+06,  1.140202038887782E-05,  2.039553915950366E+02,  2.032127523755829E+02,  1.496459125463505E+08,  1.520789393897517E+08,  3.157335171503152E+07,
2460522.500000000, A.D. 2024-Jul-31 00:00:00.0000,  1.612431356199617E-02,  1.472575954627842E+08,  3.866722357365780E-03,  1.626150640906466E+02,  3.007641409657004E+02,  2.460679522827568E+06,  1.139916099044308E-05,  2.053501784096714E+02,  2.045732675876200E+02,  1.496709365752410E+08,  1.520842776876978E+08,  3.158127166567957E+07,
2460523.500000000, A.D. 2024-Aug-01 00:00:00.0000,  1.602480511217754E-02,  1.472931033202822E+08,  3.484051726067423E-03,  1.670072051652856E+02,  2.959454750082134E+02,  2.460679114881350E+06,  1.139676802812842E-05,  2.067690207334655E+02,  2.059565259827004E+02,  1.496918866304087E+08,  1.520906699405352E+08,  3.158790273799399E+07,
2460524.500000000, A.D. 2024-Aug-02 00:00:00.0000,  1.596289688748787E-02,  1.473182575429745E+08,  3.112946585412571E-03,  1.724807526868858E+02,  2.900492924351986E+02,  2.460678701625105E+06,  1.139492450613520E-05,  2.081851882445641E+02,  2.073361826951571E+02,  1.497080314116271E+08,  1.520978052802798E+08,  3.159301317057173E+07,
2460525.500000000, A.D. 2024-Aug-03 00:00:00.0000,  1.593917177309331E-02,  1.473325226437755E+08,  2.780623779403611E-03,  1.790293023719524E+02,  2.831069777198614E+02,  2.460678308363588E+06,  1.139368165858183E-05,  2.095732930043430E+02,  2.086872511407921E+02,  1.497189181986251E+08,  1.521053137534746E+08,  3.159645940509884E+07,
2460526.500000000, A.D. 2024-Aug-04 00:00:00.0000,  1.595221543208056E-02,  1.473359227283762E+08,  2.508041168208884E-03,  1.864265681845668E+02,  2.753666103702399E+02,  2.460677957590932E+06,  1.139306073618774E-05,  2.109111379961682E+02,  2.099879305951991E+02,  1.497243579416920E+08,  1.521127931550078E+08,  3.159818141375594E+07,
2460527.500000000, A.D. 2024-Aug-05 00:00:00.0000,  1.599900597347123E-02,  1.473289561224428E+08,  2.305792157515854E-03,  1.941289998233043E+02,  2.673890087481641E+02,  2.460677667537295E+06,  1.139305620330989E-05,  2.121810745841084E+02,  2.112209456011433E+02,  1.497243976548979E+08,  1.521198391873530E+08,  3.159819398550965E+07,
2460528.500000000, A.D. 2024-Aug-06 00:00:00.0000,  1.607536795378852E-02,  1.473124884791781E+08,  2.171734439057453E-03,  2.013211585890009E+02,  2.600016936722770E+02,  2.460677451397939E+06,  1.139364024338906E-05,  2.133706773424153E+02,  2.123742071043984E+02,  1.497192810112100E+08,  1.521260735432418E+08,  3.159657425631665E+07,
2460529.500000000, A.D. 2024-Aug-07 00:00:00.0000,  1.617642877254852E-02,  1.472876380133964E+08,  2.093194549650790E-03,  2.071405679767982E+02,  2.540740847366761E+02,  2.460677317285582E+06,  1.139476808484737E-05,  2.144727053448573E+02,  2.134407660153062E+02,  1.497094014830681E+08,  1.521311649527399E+08,  3.159344686257580E+07,
2460530.500000000, A.D. 2024-Aug-08 00:00:00.0000,  1.629701185801080E-02,  1.472556698277584E+08,  2.053787774032125E-03,  2.109237176852496E+02,  2.502721069353426E+02,  2.460677268771631E+06,  1.139638334337117E-05,  2.154844928727399E+02,  2.144182029029802E+02,  1.496952551764570E+08,  1.521348405251557E+08,  3.158896898720047E+07,
2460531.500000000, A.D. 2024-Aug-09 00:00:00.0000,  1.643191629871715E-02,  1.472179146796714E+08,  2.041210947151334E-03,  2.123008192328954E+02,  2.489643536453179E+02,  2.460677305765587E+06,  1.139842249624035E-05,  2.164070259170072E+02,  2.153077095919132E+02,  1.496774012081329E+08,  1.521368877365944E+08,  3.158331778969785E+07,
2460532.500000000, A.D. 2024-Aug-10 00:00:00.0000,  1.657605872088412E-02,  1.471757221870544E+08,  2.052451510703363E-03,  2.111659002136385E+02,  2.502529411339481E+02,  2.460677425455034E+06,  1.140081776237159E-05,  2.172439841493450E+02,  2.161131404994671E+02,  1.496564360591287E+08,  1.521371499312030E+08,  3.157668226117782E+07,
2460533.500000000, A.D. 2024-Aug-11 00:00:00.0000,  1.672447956267914E-02,  1.471304519409522E+08,  2.095343578763183E-03,  2.076569261000841E+02,  2.539941364965479E+02,  2.460677623073506E+06,  1.140349795155802E-05,  2.180009802102279E+02,  2.168402629495030E+02,  1.496329857530823E+08,  1.521355195652123E+08,  3.156926072414600E+07,
2460534.500000000, A.D. 2024-Aug-12 00:00:00.0000,  1.687223631920961E-02,  1.470835001727651E+08,  2.186478452901572E-03,  2.022017321705826E+02,  2.597528257808075E+02,  2.460677892339627E+06,  1.140638715909857E-05,  2.186851500200398E+02,  2.174963571882371E+02,  1.496077169279509E+08,  1.521319336831367E+08,  3.156126431433969E+07,
2460535.500000000, A.D. 2024-Aug-13 00:00:00.0000,  1.701422155645974E-02,  1.470363547096663E+08,  2.345420214289960E-03,  1.955417573121175E+02,  2.667787560878469E+02,  2.460678225485237E+06,  1.140940148451072E-05,  2.193051718245429E+02,  2.180902406177455E+02,  1.495813651978604E+08,  1.521263756860546E+08,  3.155292593469800E+07,
2460536.500000000, A.D. 2024-Aug-14 00:00:00.0000,  1.714495930636855E-02,  1.469906655188647E+08,  2.586577806410376E-03,  1.885911658414467E+02,  2.741469570811542E+02,  2.460678612853307E+06,  1.141244431144468E-05,  2.198717258995772E+02,  2.186327247218367E+02,  1.495547760686345E+08,  1.521188866184043E+08,  3.154451318014170E+07,
2460537.500000000, A.D. 2024-Aug-15 00:00:00.0000,  1.725845650907927E-02,  1.469483100658008E+08,  2.912482937547701E-03,  1.821510013043456E+02,  2.810427619205045E+02,  2.460679042113492E+06,  1.141540123253018E-05,  2.203983345475260E+02,  2.191374407348350E+02,  1.495289489277183E+08,  1.521095877896357E+08,  3.153634223334324E+07,
2460538.500000000, A.D. 2024-Aug-16 00:00:00.0000,  1.734821766041895E-02,  1.469114209577753E+08,  3.311518586848612E-03,  1.766976031104802E+02,  2.869723698770671E+02,  2.460679497244221E+06,  1.141813653791116E-05,  2.209024120906480E+02,  2.196218609273324E+02,  1.495050674085138E+08,  1.520987138592523E+08,  3.152878745184969E+07,
2460539.500000000, A.D. 2024-Aug-17 00:00:00.0000,  1.740755735135044E-02,  1.468823309757690E+08,  3.759383944083340E-03,  1.723790285188331E+02,  2.917655488381233E+02,  2.460679957590399E+06,  1.142049418398781E-05,  2.214061838568076E+02,  2.201081747074163E+02,  1.494844908229062E+08,  1.520866506700433E+08,  3.152227865101850E+07,
2460540.500000000, A.D. 2024-Aug-18 00:00:00.0000,  1.743033005274796E-02,  1.468633883854568E+08,  4.221980087909050E-03,  1.691365015132748E+02,  2.954539955134511E+02,  2.460680397506489E+06,  1.142230669679883E-05,  2.219369277399180E+02,  2.206234800176218E+02,  1.494686767538234E+08,  1.520739651221900E+08,  3.151727663737939E+07,
2460541.500000000, A.D. 2024-Aug-19 00:00:00.0000,  1.741208558885982E-02,  1.468566215528643E+08,  4.658943654909253E-03,  1.668248392403992E+02,  2.981520469818173E+02,  2.460680787224833E+06,  1.142341433781090E-05,  2.225258771413556E+02,  2.211986454630244E+02,  1.494590147090040E+08,  1.520614078651438E+08,  3.151422064841148E+07,
